PanProtein	is_ecoli_homolog
pan_1916_v1.0.1_identical	0
pan_1918_v1.0.1_identical	0
pan_1919_v1.0.1_identical	0
pan_1920_v1.0.1_identical	0
pan_1921_v1.0.1_identical	0
pan_1922_v1.0.1_identical	0
pan_1923_v1.0.1_identical	0
pan_1924_v1.0.1_identical	0
pan_1925_v1.0.1_identical	0
pan_1926_v1.0.1_identical	0
pan_1927_v1.0.1_identical	0
pan_1928_v1.0.1_identical	0
pan_1929_v1.0.1_identical	0
pan_1930_v1.0.1_identical	0
pan_1931_v1.0.1_identical	0
pan_1932_v1.0.1_identical	0
pan_1933_v1.0.1_identical	0
pan_1934_v1.0.1_identical	0
pan_1935_v1.0.1_identical	0
pan_1936_v1.0.1_identical	0
pan_1937_v1.0.1_identical	0
pan_1938_v1.0.1_identical	0
pan_1939_v1.0.1_identical	0
pan_1940_v1.0.1_identical	0
pan_1941_v1.0.1_identical	0
pan_1942_v1.0.1_identical	0
pan_1943_v1.0.1_identical	0
pan_1944_v1.0.1_identical	0
pan_1945_v1.0.1_identical	0
pan_1946_v1.0.1_identical	0
pan_1947_v1.0.1_identical	0
pan_1948_v1.0.1_identical	0
pan_1949_v1.0.1_identical	0
pan_1950_v1.0.1_identical	0
pan_1951_v1.0.1_identical	0
pan_1952_v1.0.1_identical	0
pan_1953_v1.0.1_identical	0
pan_1954_v1.0.1_identical	0
pan_1955_v1.0.1_identical	0
pan_1956_v1.0.1_identical	0
pan_1957_v1.0.1_identical	0
pan_1958_v1.0.1_identical	0
pan_1959_v1.0.1_identical	0
pan_1960_v1.0.1_identical	0
pan_1961_v1.0.1_identical	0
pan_1962_v1.0.1_identical	0
pan_1963_v1.0.1_identical	0
pan_1964_v1.0.1_identical	0
pan_1965_v1.0.1_identical	0
pan_1966_v1.0.1_identical	0
pan_1967_v1.0.1_identical	0
pan_1968_v1.0.1_identical	0
pan_1969_v1.0.1_identical	0
pan_1971_v1.0.1_identical	0
pan_1972_v1.0.1_identical	0
pan_1973_v1.0.1_identical	0
pan_1974_v1.0.1_identical	0
pan_1975_v1.0.1_identical	0
pan_1976_v1.0.1_identical	0
pan_1977_v1.0.1_identical	0
pan_1978_v1.0.1_identical	0
pan_1979_v1.0.1_identical	0
pan_1980_v1.0.1_identical	0
pan_1981_v1.0.1_identical	0
pan_1982_v1.0.1_identical	0
pan_1983_v1.0.1_identical	0
pan_1984_v1.0.1_identical	0
pan_1985_v1.0.1_identical	0
pan_1986_v1.0.1_identical	0
pan_1987_v1.0.1_identical	0
pan_1988_v1.0.1_identical	0
pan_1989_v1.0.1_identical	0
pan_1990_v1.0.1_identical	0
pan_1991_v1.0.1_identical	0
pan_1992_v1.0.1_identical	0
pan_1993_v1.0.1_identical	0
pan_1994_v1.0.1_identical	0
pan_1995_v1.0.1_identical	0
pan_1996_v1.0.1_identical	0
pan_1997_v1.0.1_identical	0
pan_1999_v1.0.1_identical	0
pan_2000_v1.0.1_identical	0
pan_2001_v1.0.1_identical	0
pan_2002_v1.0.1_identical	0
pan_2003_v1.0.1_identical	0
pan_2004_v1.0.1_identical	0
pan_2005_v1.0.1_identical	0
pan_2007_v1.0.1_identical	0
pan_2008_v1.0.1_identical	0
pan_2009_v1.0.1_identical	0
pan_2010_v1.0.1_identical	0
pan_2011_v1.0.1_identical	0
pan_2012_v1.0.1_identical	0
pan_2013_v1.0.1_identical	0
pan_2014_v1.0.1_identical	0
pan_2015_v1.0.1_identical	0
pan_2016_v1.0.1_identical	0
pan_2017_v1.0.1_identical	0
pan_2019_v1.0.1_identical	0
pan_2021_v1.0.1_identical	0
pan_2022_v1.0.1_identical	0
pan_2023_v1.0.1_identical	0
pan_2026_v1.0.1_identical	0
pan_2027_v1.0.1_identical	0
pan_2028_v1.0.1_identical	0
pan_2029_v1.0.1_identical	0
pan_2030_v1.0.1_identical	0
pan_2031_v1.0.1_identical	0
pan_2032_v1.0.1_identical	0
pan_2033_v1.0.1_identical	0
pan_2034_v1.0.1_identical	0
pan_2035_v1.0.1_identical	0
pan_2036_v1.0.1_identical	0
pan_2037_v1.0.1_identical	0
pan_2038_v1.0.1_identical	0
pan_2039_v1.0.1_identical	0
pan_2040_v1.0.1_identical	0
pan_2041_v1.0.1_identical	0
pan_2042_v1.0.1_identical	0
pan_2043_v1.0.1_identical	0
pan_2044_v1.0.1_identical	0
pan_2045_v1.0.1_identical	0
pan_2049_v1.0.1_identical	0
pan_2051_v1.0.1_identical	0
pan_2052_v1.0.1_identical	0
pan_2053_v1.0.1_identical	0
pan_2054_v1.0.1_identical	0
pan_2055_v1.0.1_identical	0
pan_2056_v1.0.1_identical	0
pan_2057_v1.0.1_identical	0
pan_2059_v1.0.1_identical	0
pan_2060_v1.0.1_identical	0
pan_2061_v1.0.1_identical	0
pan_2062_v1.0.1_identical	0
pan_2063_v1.0.1_identical	0
pan_2064_v1.0.1_identical	0
pan_2065_v1.0.1_identical	0
pan_2066_v1.0.1_identical	0
pan_2067_v1.0.1_identical	0
pan_2068_v1.0.1_identical	0
pan_2069_v1.0.1_identical	0
pan_2070_v1.0.1_identical	0
pan_2071_v1.0.1_identical	0
pan_2072_v1.0.1_identical	0
pan_2073_v1.0.1_identical	0
pan_2074_v1.0.1_identical	0
pan_2075_v1.0.1_identical	0
pan_2076_v1.0.1_identical	0
pan_2077_v1.0.1_identical	0
pan_2079_v1.0.1_identical	0
pan_2080_v1.0.1_identical	0
pan_2082_v1.0.1_identical	0
pan_2084_v1.0.1_identical	0
pan_2086_v1.0.1_identical	0
pan_2087_v1.0.1_identical	0
pan_2088_v1.0.1_identical	0
pan_2089_v1.0.1_identical	0
pan_2090_v1.0.1_identical	0
pan_2092_v1.0.1_identical	0
pan_2093_v1.0.1_identical	0
pan_2094_v1.0.1_identical	0
pan_2095_v1.0.1_identical	0
pan_2096_v1.0.1_identical	0
pan_2097_v1.0.1_identical	0
pan_2098_v1.0.1_identical	0
pan_2099_v1.0.1_identical	0
pan_2100_v1.0.1_identical	0
pan_2101_v1.0.1_identical	0
pan_2102_v1.0.1_identical	0
pan_2103_v1.0.1_identical	0
pan_2104_v1.0.1_identical	0
pan_2105_v1.0.1_identical	0
pan_2106_v1.0.1_identical	0
pan_2107_v1.0.1_identical	0
pan_2108_v1.0.1_identical	0
pan_2109_v1.0.1_identical	0
pan_2111_v1.0.1_identical	0
pan_2112_v1.0.1_identical	0
pan_2113_v1.0.1_identical	0
pan_2114_v1.0.1_identical	0
pan_2116_v1.0.1_identical	0
pan_2117_v1.0.1_identical	0
pan_2119_v1.0.1_identical	0
pan_2120_v1.0.1_identical	0
pan_2121_v1.0.1_identical	0
pan_2122_v1.0.1_identical	0
pan_2123_v1.0.1_identical	0
pan_2124_v1.0.1_identical	0
pan_2126_v1.0.1_identical	0
pan_2127_v1.0.1_identical	0
pan_2128_v1.0.1_identical	0
pan_2129_v1.0.1_identical	0
pan_2130_v1.0.1_identical	0
pan_2131_v1.0.1_identical	0
pan_2132_v1.0.1_identical	0
pan_2133_v1.0.1_identical	0
pan_2134_v1.0.1_identical	0
pan_2135_v1.0.1_identical	0
pan_2136_v1.0.1_identical	0
pan_2137_v1.0.1_identical	0
pan_2138_v1.0.1_identical	0
pan_2139_v1.0.1_identical	0
pan_2140_v1.0.1_identical	0
pan_2141_v1.0.1_identical	0
pan_2142_v1.0.1_identical	0
pan_2143_v1.0.1_identical	0
pan_2144_v1.0.1_identical	0
pan_2145_v1.0.1_identical	0
pan_2146_v1.0.1_identical	0
pan_2147_v1.0.1_identical	0
pan_2148_v1.0.1_identical	0
pan_2149_v1.0.1_identical	0
pan_2150_v1.0.1_identical	0
pan_2151_v1.0.1_identical	0
pan_2152_v1.0.1_identical	0
pan_2153_v1.0.1_identical	0
pan_2154_v1.0.1_identical	0
pan_2155_v1.0.1_identical	0
pan_2157_v1.0.1_identical	0
pan_2158_v1.0.1_identical	0
pan_2159_v1.0.1_identical	0
pan_2160_v1.0.1_identical	0
pan_2161_v1.0.1_identical	0
pan_2162_v1.0.1_identical	0
pan_2163_v1.0.1_identical	0
pan_2164_v1.0.1_identical	0
pan_2165_v1.0.1_identical	0
pan_2166_v1.0.1_identical	0
pan_2167_v1.0.1_identical	0
pan_2168_v1.0.1_identical	0
pan_2169_v1.0.1_identical	0
pan_2170_v1.0.1_identical	0
pan_2171_v1.0.1_identical	0
pan_2173_v1.0.1_identical	0
pan_2174_v1.0.1_identical	0
pan_2175_v1.0.1_identical	0
pan_2176_v1.0.1_identical	0
pan_2178_v1.0.1_identical	0
pan_2179_v1.0.1_identical	0
pan_2180_v1.0.1_identical	0
pan_2181_v1.0.1_identical	0
pan_2182_v1.0.1_identical	0
pan_2183_v1.0.1_identical	0
pan_2184_v1.0.1_identical	0
pan_2185_v1.0.1_identical	0
pan_2186_v1.0.1_identical	0
pan_2187_v1.0.1_identical	0
pan_2188_v1.0.1_identical	0
pan_2189_v1.0.1_identical	0
pan_2190_v1.0.1_identical	0
pan_2191_v1.0.1_identical	0
pan_2192_v1.0.1_identical	0
pan_2194_v1.0.1_identical	0
pan_2195_v1.0.1_identical	0
pan_2198_v1.0.1_identical	0
pan_2199_v1.0.1_identical	0
pan_2200_v1.0.1_identical	0
pan_2201_v1.0.1_identical	0
pan_2202_v1.0.1_identical	0
pan_2203_v1.0.1_identical	0
pan_2204_v1.0.1_identical	0
pan_2205_v1.0.1_identical	0
pan_2207_v1.0.1_identical	0
pan_2208_v1.0.1_identical	0
pan_2209_v1.0.1_identical	0
pan_2210_v1.0.1_identical	0
pan_2211_v1.0.1_identical	0
pan_2212_v1.0.1_identical	0
pan_2213_v1.0.1_identical	0
pan_2215_v1.0.1_identical	0
pan_2216_v1.0.1_identical	0
pan_2217_v1.0.1_identical	0
pan_2219_v1.0.1_identical	0
pan_2220_v1.0.1_identical	0
pan_2221_v1.0.1_identical	0
pan_2222_v1.0.1_identical	0
pan_2223_v1.0.1_identical	0
pan_2224_v1.0.1_identical	0
pan_2225_v1.0.1_identical	0
pan_2226_v1.0.1_identical	0
pan_2227_v1.0.1_identical	0
pan_2228_v1.0.1_identical	0
pan_2229_v1.0.1_identical	0
pan_2230_v1.0.1_identical	0
pan_2231_v1.0.1_identical	0
pan_2232_v1.0.1_identical	0
pan_2233_v1.0.1_identical	0
pan_2234_v1.0.1_identical	0
pan_2235_v1.0.1_identical	0
pan_2236_v1.0.1_identical	0
pan_2237_v1.0.1_identical	0
pan_2238_v1.0.1_identical	0
pan_2239_v1.0.1_identical	0
pan_2240_v1.0.1_identical	0
pan_2241_v1.0.1_identical	0
pan_2242_v1.0.1_identical	0
pan_2243_v1.0.1_identical	0
pan_2244_v1.0.1_identical	0
pan_2245_v1.0.1_identical	0
pan_2246_v1.0.1_identical	0
pan_2247_v1.0.1_identical	0
pan_2248_v1.0.1_identical	0
pan_2249_v1.0.1_identical	0
pan_2250_v1.0.1_identical	0
pan_2251_v1.0.1_identical	0
pan_2252_v1.0.1_identical	0
pan_2253_v1.0.1_identical	0
pan_2254_v1.0.1_identical	0
pan_2255_v1.0.1_identical	0
pan_2257_v1.0.1_identical	0
pan_2258_v1.0.1_identical	0
pan_2259_v1.0.1_identical	0
pan_2260_v1.0.1_identical	0
pan_2261_v1.0.1_identical	0
pan_2263_v1.0.1_identical	0
pan_2264_v1.0.1_identical	0
pan_2265_v1.0.1_identical	0
pan_2266_v1.0.1_identical	0
pan_2267_v1.0.1_identical	0
pan_2268_v1.0.1_identical	0
pan_2269_v1.0.1_identical	0
pan_2270_v1.0.1_identical	0
pan_2272_v1.0.1_identical	0
pan_2273_v1.0.1_identical	0
pan_2274_v1.0.1_identical	0
pan_2275_v1.0.1_identical	0
pan_2276_v1.0.1_identical	0
pan_2277_v1.0.1_identical	0
pan_2279_v1.0.1_identical	0
pan_2280_v1.0.1_identical	0
pan_2281_v1.0.1_identical	0
pan_2282_v1.0.1_identical	0
pan_2283_v1.0.1_identical	0
pan_2284_v1.0.1_identical	0
pan_2285_v1.0.1_identical	0
pan_2286_v1.0.1_identical	0
pan_2287_v1.0.1_identical	0
pan_2288_v1.0.1_identical	0
pan_2289_v1.0.1_identical	0
pan_2293_v1.0.1_identical	0
pan_2294_v1.0.1_identical	0
pan_2295_v1.0.1_identical	0
pan_2296_v1.0.1_identical	0
pan_2297_v1.0.1_identical	0
pan_2298_v1.0.1_identical	0
pan_2300_v1.0.1_identical	0
pan_2302_v1.0.1_identical	0
pan_2303_v1.0.1_identical	0
pan_2304_v1.0.1_identical	0
pan_2305_v1.0.1_identical	0
pan_2306_v1.0.1_identical	0
pan_2307_v1.0.1_identical	0
pan_2308_v1.0.1_identical	0
pan_2309_v1.0.1_identical	0
pan_2310_v1.0.1_identical	0
pan_2311_v1.0.1_identical	0
pan_2312_v1.0.1_identical	0
pan_2313_v1.0.1_identical	0
pan_2314_v1.0.1_identical	0
pan_2316_v1.0.1_identical	0
pan_2317_v1.0.1_identical	0
pan_2318_v1.0.1_identical	0
pan_2319_v1.0.1_identical	0
pan_2320_v1.0.1_identical	0
pan_2321_v1.0.1_identical	0
pan_2322_v1.0.1_identical	0
pan_2323_v1.0.1_identical	0
pan_2324_v1.0.1_identical	0
pan_2325_v1.0.1_identical	0
pan_2326_v1.0.1_identical	0
pan_2327_v1.0.1_identical	0
pan_2328_v1.0.1_identical	0
pan_2329_v1.0.1_identical	0
pan_2330_v1.0.1_identical	0
pan_2331_v1.0.1_identical	0
pan_2332_v1.0.1_identical	0
pan_2333_v1.0.1_identical	0
pan_2334_v1.0.1_identical	0
pan_2335_v1.0.1_identical	0
pan_2336_v1.0.1_identical	0
pan_2337_v1.0.1_identical	0
pan_2338_v1.0.1_identical	0
pan_2339_v1.0.1_identical	0
pan_2340_v1.0.1_identical	0
pan_2341_v1.0.1_identical	0
pan_2343_v1.0.1_identical	0
pan_2344_v1.0.1_identical	0
pan_2345_v1.0.1_identical	0
pan_2346_v1.0.1_identical	0
pan_2347_v1.0.1_identical	0
pan_2348_v1.0.1_identical	0
pan_2349_v1.0.1_identical	0
pan_2350_v1.0.1_identical	0
pan_2351_v1.0.1_identical	0
pan_2352_v1.0.1_identical	0
pan_2354_v1.0.1_identical	0
pan_2355_v1.0.1_identical	0
pan_2356_v1.0.1_identical	0
pan_2357_v1.0.1_identical	0
pan_2358_v1.0.1_identical	0
pan_2359_v1.0.1_identical	0
pan_2360_v1.0.1_identical	0
pan_2361_v1.0.1_identical	0
pan_2362_v1.0.1_identical	0
pan_2363_v1.0.1_identical	0
pan_2364_v1.0.1_identical	0
pan_2365_v1.0.1_identical	0
pan_2366_v1.0.1_identical	0
pan_2367_v1.0.1_identical	0
pan_2368_v1.0.1_identical	0
pan_2369_v1.0.1_identical	0
pan_2370_v1.0.1_identical	0
pan_2373_v1.0.1_identical	0
pan_2374_v1.0.1_identical	0
pan_2375_v1.0.1_identical	0
pan_2376_v1.0.1_identical	0
pan_2377_v1.0.1_identical	0
pan_2378_v1.0.1_identical	0
pan_2379_v1.0.1_identical	0
pan_2380_v1.0.1_identical	0
pan_2381_v1.0.1_identical	0
pan_2382_v1.0.1_identical	0
pan_2383_v1.0.1_identical	0
pan_2385_v1.0.1_identical	0
pan_2386_v1.0.1_identical	0
pan_2387_v1.0.1_identical	0
pan_2388_v1.0.1_identical	0
pan_2389_v1.0.1_identical	0
pan_2390_v1.0.1_identical	0
pan_2391_v1.0.1_identical	0
pan_2392_v1.0.1_identical	0
pan_2393_v1.0.1_identical	0
pan_2394_v1.0.1_identical	0
pan_2395_v1.0.1_identical	0
pan_2396_v1.0.1_identical	0
pan_2397_v1.0.1_identical	0
pan_2398_v1.0.1_identical	0
pan_2399_v1.0.1_identical	0
pan_2400_v1.0.1_identical	0
pan_2401_v1.0.1_identical	0
pan_2402_v1.0.1_identical	0
pan_2403_v1.0.1_identical	0
pan_2404_v1.0.1_identical	0
pan_2405_v1.0.1_identical	0
pan_2407_v1.0.1_identical	0
pan_2408_v1.0.1_identical	0
pan_2409_v1.0.1_identical	0
pan_2410_v1.0.1_identical	0
pan_2411_v1.0.1_identical	0
pan_2412_v1.0.1_identical	0
pan_2413_v1.0.1_identical	0
pan_2414_v1.0.1_identical	0
pan_2415_v1.0.1_identical	0
pan_2416_v1.0.1_identical	0
pan_2417_v1.0.1_identical	0
pan_2418_v1.0.1_identical	0
pan_2419_v1.0.1_identical	0
pan_2420_v1.0.1_identical	0
pan_2421_v1.0.1_identical	0
pan_2422_v1.0.1_identical	0
pan_2423_v1.0.1_identical	0
pan_2424_v1.0.1_identical	0
pan_2425_v1.0.1_identical	0
pan_2427_v1.0.1_identical	0
pan_2428_v1.0.1_identical	0
pan_2429_v1.0.1_identical	0
pan_2430_v1.0.1_identical	0
pan_2431_v1.0.1_identical	0
pan_2432_v1.0.1_identical	0
pan_2434_v1.0.1_identical	0
pan_2435_v1.0.1_identical	0
pan_2436_v1.0.1_identical	0
pan_2437_v1.0.1_identical	0
pan_2438_v1.0.1_identical	0
pan_2439_v1.0.1_identical	0
pan_2441_v1.0.1_identical	0
pan_2442_v1.0.1_identical	0
pan_2443_v1.0.1_identical	0
pan_2444_v1.0.1_identical	0
pan_2445_v1.0.1_identical	0
pan_2446_v1.0.1_identical	0
pan_2447_v1.0.1_identical	0
pan_2448_v1.0.1_identical	0
pan_2449_v1.0.1_identical	0
pan_2450_v1.0.1_identical	0
pan_2451_v1.0.1_identical	0
pan_2452_v1.0.1_identical	0
pan_2454_v1.0.1_identical	0
pan_2455_v1.0.1_identical	0
pan_2456_v1.0.1_identical	0
pan_2457_v1.0.1_identical	0
pan_2458_v1.0.1_identical	0
pan_2459_v1.0.1_identical	0
pan_2460_v1.0.1_identical	0
pan_2461_v1.0.1_identical	0
pan_2462_v1.0.1_identical	0
pan_2463_v1.0.1_identical	0
pan_2464_v1.0.1_identical	0
pan_2465_v1.0.1_identical	0
pan_2466_v1.0.1_identical	0
pan_2468_v1.0.1_identical	0
pan_2469_v1.0.1_identical	0
pan_2470_v1.0.1_identical	0
pan_2471_v1.0.1_identical	0
pan_2472_v1.0.1_identical	0
pan_2473_v1.0.1_identical	0
pan_2474_v1.0.1_identical	0
pan_2475_v1.0.1_identical	0
pan_2476_v1.0.1_identical	0
pan_2477_v1.0.1_identical	0
pan_2478_v1.0.1_identical	0
pan_2479_v1.0.1_identical	0
pan_2480_v1.0.1_identical	0
pan_2481_v1.0.1_identical	0
pan_2482_v1.0.1_identical	0
pan_2483_v1.0.1_identical	0
pan_2484_v1.0.1_identical	0
pan_2485_v1.0.1_identical	0
pan_2486_v1.0.1_identical	0
pan_2487_v1.0.1_identical	0
pan_2488_v1.0.1_identical	0
pan_2489_v1.0.1_identical	0
pan_2490_v1.0.1_identical	0
pan_2491_v1.0.1_identical	0
pan_2492_v1.0.1_identical	0
pan_2493_v1.0.1_identical	0
pan_2494_v1.0.1_identical	0
pan_2495_v1.0.1_identical	0
pan_2496_v1.0.1_identical	0
pan_2497_v1.0.1_identical	0
pan_2498_v1.0.1_identical	0
pan_2499_v1.0.1_identical	0
pan_2500_v1.0.1_identical	0
pan_2501_v1.0.1_identical	0
pan_2502_v1.0.1_identical	0
pan_2503_v1.0.1_identical	0
pan_2504_v1.0.1_identical	0
pan_2505_v1.0.1_identical	0
pan_2506_v1.0.1_identical	0
pan_2507_v1.0.1_identical	0
pan_2508_v1.0.1_identical	0
pan_2509_v1.0.1_identical	0
pan_2510_v1.0.1_identical	0
pan_2511_v1.0.1_identical	0
pan_2512_v1.0.1_identical	0
pan_2513_v1.0.1_identical	0
pan_2514_v1.0.1_identical	0
pan_2515_v1.0.1_identical	0
pan_2516_v1.0.1_identical	0
pan_2517_v1.0.1_identical	0
pan_2518_v1.0.1_identical	0
pan_2519_v1.0.1_identical	0
pan_2520_v1.0.1_identical	0
pan_2521_v1.0.1_identical	0
pan_2522_v1.0.1_identical	0
pan_2523_v1.0.1_identical	0
pan_2524_v1.0.1_identical	0
pan_2525_v1.0.1_identical	0
pan_2526_v1.0.1_identical	0
pan_2527_v1.0.1_identical	0
pan_2528_v1.0.1_identical	0
pan_2529_v1.0.1_identical	0
pan_2530_v1.0.1_identical	0
pan_2531_v1.0.1_identical	0
pan_2532_v1.0.1_identical	0
pan_2535_v1.0.1_identical	0
pan_2536_v1.0.1_identical	0
pan_2537_v1.0.1_identical	0
pan_2538_v1.0.1_identical	0
pan_2539_v1.0.1_identical	0
pan_2540_v1.0.1_identical	0
pan_2541_v1.0.1_identical	0
pan_2542_v1.0.1_identical	0
pan_2543_v1.0.1_identical	0
pan_2544_v1.0.1_identical	0
pan_2546_v1.0.1_identical	0
pan_2547_v1.0.1_identical	0
pan_2548_v1.0.1_identical	0
pan_2549_v1.0.1_identical	0
pan_2550_v1.0.1_identical	0
pan_2552_v1.0.1_identical	0
pan_2553_v1.0.1_identical	0
pan_2554_v1.0.1_identical	0
pan_2555_v1.0.1_identical	0
pan_2556_v1.0.1_identical	0
pan_2557_v1.0.1_identical	0
pan_2558_v1.0.1_identical	0
pan_2559_v1.0.1_identical	0
pan_2560_v1.0.1_identical	0
pan_2561_v1.0.1_identical	0
pan_2562_v1.0.1_identical	0
pan_2563_v1.0.1_identical	0
pan_2564_v1.0.1_identical	0
pan_2565_v1.0.1_identical	0
pan_2566_v1.0.1_identical	0
pan_2568_v1.0.1_identical	0
pan_2569_v1.0.1_identical	0
pan_2570_v1.0.1_identical	0
pan_2571_v1.0.1_identical	0
pan_2572_v1.0.1_identical	0
pan_2573_v1.0.1_identical	0
pan_2574_v1.0.1_identical	0
pan_2575_v1.0.1_identical	0
pan_2576_v1.0.1_identical	0
pan_2578_v1.0.1_identical	0
pan_2579_v1.0.1_identical	0
pan_2580_v1.0.1_identical	0
pan_2581_v1.0.1_identical	0
pan_2583_v1.0.1_identical	0
pan_2584_v1.0.1_identical	0
pan_2585_v1.0.1_identical	0
pan_2586_v1.0.1_identical	0
pan_2587_v1.0.1_identical	0
pan_2588_v1.0.1_identical	0
pan_2589_v1.0.1_identical	0
pan_2590_v1.0.1_identical	0
pan_2592_v1.0.1_identical	0
pan_2593_v1.0.1_identical	0
pan_2594_v1.0.1_identical	0
pan_2595_v1.0.1_identical	0
pan_2596_v1.0.1_identical	0
pan_2597_v1.0.1_identical	0
pan_2598_v1.0.1_identical	0
pan_2599_v1.0.1_identical	0
pan_2600_v1.0.1_identical	0
pan_2601_v1.0.1_identical	0
pan_2602_v1.0.1_identical	0
pan_2603_v1.0.1_identical	0
pan_2604_v1.0.1_identical	0
pan_2605_v1.0.1_identical	0
pan_2606_v1.0.1_identical	0
pan_2607_v1.0.1_identical	0
pan_2608_v1.0.1_identical	0
pan_2609_v1.0.1_identical	0
pan_2611_v1.0.1_identical	0
pan_2612_v1.0.1_identical	0
pan_2613_v1.0.1_identical	0
pan_2614_v1.0.1_identical	0
pan_2615_v1.0.1_identical	0
pan_2617_v1.0.1_identical	0
pan_2618_v1.0.1_identical	0
pan_2620_v1.0.1_identical	0
pan_2621_v1.0.1_identical	0
pan_2622_v1.0.1_identical	0
pan_2623_v1.0.1_identical	0
pan_2624_v1.0.1_identical	0
pan_2625_v1.0.1_identical	0
pan_2626_v1.0.1_identical	0
pan_2627_v1.0.1_identical	0
pan_2628_v1.0.1_identical	0
pan_2629_v1.0.1_identical	0
pan_2630_v1.0.1_identical	0
pan_2631_v1.0.1_identical	0
pan_2632_v1.0.1_identical	0
pan_2633_v1.0.1_identical	0
pan_2634_v1.0.1_identical	0
pan_2635_v1.0.1_identical	0
pan_2636_v1.0.1_identical	0
pan_2637_v1.0.1_identical	0
pan_2638_v1.0.1_identical	0
pan_2639_v1.0.1_identical	0
pan_2641_v1.0.1_identical	0
pan_2642_v1.0.1_identical	0
pan_2643_v1.0.1_identical	0
pan_2644_v1.0.1_identical	0
pan_2645_v1.0.1_identical	0
pan_2646_v1.0.1_identical	0
pan_2647_v1.0.1_identical	0
pan_2648_v1.0.1_identical	0
pan_2649_v1.0.1_identical	0
pan_2650_v1.0.1_identical	0
pan_2651_v1.0.1_identical	0
pan_2652_v1.0.1_identical	0
pan_2655_v1.0.1_identical	0
pan_2656_v1.0.1_identical	0
pan_2657_v1.0.1_identical	0
pan_2658_v1.0.1_identical	0
pan_2659_v1.0.1_identical	0
pan_2661_v1.0.1_identical	0
pan_2662_v1.0.1_identical	0
pan_2663_v1.0.1_identical	0
pan_2664_v1.0.1_identical	0
pan_2665_v1.0.1_identical	0
pan_2666_v1.0.1_identical	0
pan_2667_v1.0.1_identical	0
pan_2668_v1.0.1_identical	0
pan_2669_v1.0.1_identical	0
pan_2670_v1.0.1_identical	0
pan_2671_v1.0.1_identical	0
pan_2672_v1.0.1_identical	0
pan_2673_v1.0.1_identical	0
pan_2677_v1.0.1_identical	0
pan_2678_v1.0.1_identical	0
pan_2679_v1.0.1_identical	0
pan_2681_v1.0.1_identical	0
pan_2682_v1.0.1_identical	0
pan_2683_v1.0.1_identical	0
pan_2684_v1.0.1_identical	0
pan_2685_v1.0.1_identical	0
pan_2686_v1.0.1_identical	0
pan_2687_v1.0.1_identical	0
pan_2688_v1.0.1_identical	0
pan_2689_v1.0.1_identical	0
pan_2690_v1.0.1_identical	0
pan_2692_v1.0.1_identical	0
pan_2693_v1.0.1_identical	0
pan_2694_v1.0.1_identical	0
pan_2695_v1.0.1_identical	0
pan_2696_v1.0.1_identical	0
pan_2697_v1.0.1_identical	0
pan_2698_v1.0.1_identical	0
pan_2699_v1.0.1_identical	0
pan_2701_v1.0.1_identical	0
pan_2702_v1.0.1_identical	0
pan_2704_v1.0.1_identical	0
pan_2705_v1.0.1_identical	0
pan_2706_v1.0.1_identical	0
pan_2707_v1.0.1_identical	0
pan_2708_v1.0.1_identical	0
pan_2709_v1.0.1_identical	0
pan_2710_v1.0.1_identical	0
pan_2711_v1.0.1_identical	0
pan_2712_v1.0.1_identical	0
pan_2715_v1.0.1_identical	0
pan_2716_v1.0.1_identical	0
pan_2717_v1.0.1_identical	0
pan_2718_v1.0.1_identical	0
pan_2719_v1.0.1_identical	0
pan_2720_v1.0.1_identical	0
pan_2721_v1.0.1_identical	0
pan_2722_v1.0.1_identical	0
pan_2723_v1.0.1_identical	0
pan_2724_v1.0.1_identical	0
pan_2725_v1.0.1_identical	0
pan_2726_v1.0.1_identical	0
pan_2727_v1.0.1_identical	0
pan_2728_v1.0.1_identical	0
pan_2729_v1.0.1_identical	0
pan_2730_v1.0.1_identical	0
pan_2731_v1.0.1_identical	0
pan_2732_v1.0.1_identical	0
pan_2733_v1.0.1_identical	0
pan_2734_v1.0.1_identical	0
pan_2735_v1.0.1_identical	0
pan_2736_v1.0.1_identical	0
pan_2737_v1.0.1_identical	0
pan_2738_v1.0.1_identical	0
pan_2739_v1.0.1_identical	0
pan_2743_v1.0.1_identical	0
pan_2745_v1.0.1_identical	0
pan_2747_v1.0.1_identical	0
pan_2748_v1.0.1_identical	0
pan_2749_v1.0.1_identical	0
pan_2750_v1.0.1_identical	0
pan_2751_v1.0.1_identical	0
pan_2752_v1.0.1_identical	0
pan_2753_v1.0.1_identical	0
pan_2754_v1.0.1_identical	0
pan_2755_v1.0.1_identical	0
pan_2756_v1.0.1_identical	0
pan_2757_v1.0.1_identical	0
pan_2758_v1.0.1_identical	0
pan_2759_v1.0.1_identical	0
pan_2760_v1.0.1_identical	0
pan_2761_v1.0.1_identical	0
pan_2762_v1.0.1_identical	0
pan_2763_v1.0.1_identical	0
pan_2765_v1.0.1_identical	0
pan_2766_v1.0.1_identical	0
pan_2767_v1.0.1_identical	0
pan_2768_v1.0.1_identical	0
pan_2769_v1.0.1_identical	0
pan_2770_v1.0.1_identical	0
pan_2771_v1.0.1_identical	0
pan_2772_v1.0.1_identical	0
pan_2773_v1.0.1_identical	0
